rank,lead_score,segment,username,platform,followers,brands,source,email,profile,bio
275,65.5,🎯 Competitor Promoter,flatizyouu,X,2212,packdraw,x-mention,,https://x.com/flatizyouu,Our time will come 💗
276,65.5,🎯 Competitor Promoter,Skimelo16,X,2184,packdraw,x-mention,,https://x.com/Skimelo16,Força Barça 💙 ❤️ || 🐐Messi FC || Team Breezy 🕺🏿 || MUTUALS? I FOLLOW BACK ASAP 🤝🏾 WAGMI 💸
277,65.5,🎯 Competitor Promoter,XullenV,X,2169,packdraw,x-mention,,https://x.com/XullenV,"Some call it an addiction, I call it ambition  Wubba lubba dub dub ( DO NOT LOAN ME PLS )"
278,65.5,🎯 Competitor Promoter,Shadow_Zeiq,X,2160,packdraw,x-mention,,https://x.com/Shadow_Zeiq,🎖🏅
279,65.5,🎯 Competitor Promoter,slanpess02,X,2151,packdraw,x-mention,,https://x.com/slanpess02,Passionate about creativity and consistency. Graphic Designer ✨ | Content Creator 🎥 | Video Designer 🎬 Crafting engaging visuals and meaning
280,65.5,🎯 Competitor Promoter,KaricMasina,X,2147,packdraw,x-mention,,https://x.com/KaricMasina,Partizan Belgrade & Arsenal fan⚽ ▪TF2 / CS player🔫 ▪discord: k4ric - 𝘥𝘮 𝘮𝘦 𝘪𝘧 𝘺𝘰𝘶 𝘤𝘢𝘯'𝘵 𝘴𝘦𝘦 𝘮𝘺 𝘱𝘳𝘰𝘰𝘧𝘴👀
281,65.5,🎯 Competitor Promoter,denironeko01,X,2097,packdraw,x-mention,,https://x.com/denironeko01,Software Engineer
282,65.5,🎯 Competitor Promoter,juan3121z,X,2077,packdraw,x-mention,,https://x.com/juan3121z,Working for @BandoKidsSOL & @Spinning_Party | Web 3 Artist • NFTs • PF : juan3121
283,65.5,🎯 Competitor Promoter,mikunswago,X,2053,packdraw,x-mention,,https://x.com/mikunswago,Winner|
284,65.5,🎯 Competitor Promoter,meta_tsundere,X,2049,packdraw,x-mention,,https://x.com/meta_tsundere,TG @ meta_tsundere
285,65.5,🎯 Competitor Promoter,deniseejones1,X,2044,packdraw,x-mention,,https://x.com/deniseejones1,$denisej2022202  cash app I'm from TN and have a wonderful daughter who changed my life. God Bless. Be Kind.  Enjoy life
286,65.5,🎯 Competitor Promoter,Dannyyy_xx,X,2017,packdraw,x-mention,,https://x.com/Dannyyy_xx,I'm the Exception!
287,65.5,🎯 Competitor Promoter,gooddaay69,X,1955,packdraw,x-mention,,https://x.com/gooddaay69,a mother of 2 daughters. continues to fight for a better life.
288,65.5,🎯 Competitor Promoter,Z4RIYUH,X,1930,packdraw,x-mention,,https://x.com/Z4RIYUH,"work hard in silence, let your success be your noise ~ WAGMI | #zsarigb 🦖"
289,65.5,🎯 Competitor Promoter,satoshi_vegas,X,1915,courtyard,x-mention,,https://x.com/satoshi_vegas,decentralization icon & advisor. With undeniable faith in the tokenized economy & trustless consensus of a global people
290,65.5,🎯 Competitor Promoter,Neverghosttt,X,1907,packdraw,x-mention,,https://x.com/Neverghosttt,PEAK CS2
291,65.5,🎯 Competitor Promoter,joonxo_,X,1898,packdraw,x-mention,,https://x.com/joonxo_,24 🇺🇸🇰🇷 https://t.co/93HauY0q4S Leaderboard: https://t.co/oNYAhIkM8I (RainGG/CsgoGEM) Discord Server: https://t.co/VmAx90s8ft
292,65.5,🎯 Competitor Promoter,Axelson142,X,1871,packdraw,x-mention,,https://x.com/Axelson142,$SOL $BNB $ETH $BTC $MONAD $BASE $AVAK CA $X: A1jhzJp6RF9dkCY4vec3c1AHro5ivaVLVGrRKY9HYfHi
293,65.5,🎯 Competitor Promoter,No_liquid0,X,1871,packdraw,x-mention,,https://x.com/No_liquid0,Striving to make a difference | Dreamer | Hustler |WEB 3.
294,65.5,🎯 Competitor Promoter,WhoCares_Visu,X,1830,packdraw,x-mention,,https://x.com/WhoCares_Visu,who cares about bio.  I Speak 🗣️ PFP 🖼️ and a bit Sarcasm 😂
295,65.5,🎯 Competitor Promoter,0x_ramz,X,1807,packdraw,x-mention,,https://x.com/0x_ramz,Reply….
296,65.5,🎯 Competitor Promoter,otsobini,X,1804,packdraw,x-mention,,https://x.com/otsobini,۶ৎ  lucky girl   ♱  syndrome  ⸝⸝    ∿
297,65.5,🎯 Competitor Promoter,JanWyduba,X,1758,packdraw,x-mention,,https://x.com/JanWyduba,JW is gone
298,65.5,🎯 Competitor Promoter,kxtrynaa_,X,1756,packdraw,x-mention,,https://x.com/kxtrynaa_,bts||gfriend||viviz||seventeen||enhypen||txt||ald1  ◻ She/Her 🌻LPT 💌 24 🐽 🇵🇭
299,65.5,🎯 Competitor Promoter,diana_2739,X,1716,packdraw,x-mention,,https://x.com/diana_2739,
300,65.5,🎯 Competitor Promoter,purplewinss,X,1703,packdraw,x-mention,,https://x.com/purplewinss,🍀✨WINS🍀✨ || using 2 ios devices || #luvgives
301,65.5,🎯 Competitor Promoter,dogehodler,X,1692,packdraw,x-mention,,https://x.com/dogehodler,jackpot or noodles tonight?
302,65.5,🎯 Competitor Promoter,Jhaywon_,X,1653,packdraw,x-mention,,https://x.com/Jhaywon_,Hey❤️ B.Eng 🏗️👷🏾‍♂️
303,65.5,🎯 Competitor Promoter,Zeeztewoxbt,X,1651,packdraw,x-mention,,https://x.com/Zeeztewoxbt,On-chain digital footprint
304,65.5,🎯 Competitor Promoter,MihaiBmA,X,1646,packdraw,x-mention,,https://x.com/MihaiBmA,"Yooo, I'm just a chill guy who wants and WILL make his dreams come true, I also like music and going to the gym. That’s all folks "
305,65.5,🎯 Competitor Promoter,oxmtt,X,1624,packdraw,x-mention,,https://x.com/oxmtt,"Built different. Move in silence, impact in noise | 2 devices"
306,65.5,🎯 Competitor Promoter,dalgukie,X,1587,packdraw,x-mention,,https://x.com/dalgukie,ㅡs/her; ( random kalats 🌟 ) ㅡ odds in my favor 🍃
307,65.5,🎯 Competitor Promoter,Askz3t,X,1568,packdraw,x-mention,,https://x.com/Askz3t,"growing, developing and wild 🪷"
308,65.5,🎯 Competitor Promoter,tame_girma,X,1543,packdraw,x-mention,,https://x.com/tame_girma,
309,65.5,🎯 Competitor Promoter,rektmfers,X,1543,packdraw,x-mention,,https://x.com/rektmfers,don't take life too seriously | shitposting | memes addict | farm for a living | living life in the night.
310,65.5,🎯 Competitor Promoter,mrsahirreal,X,1493,packdraw,x-mention,,https://x.com/mrsahirreal,Living in my own Superstar story | Cool & classy 🎬✨
311,65.5,🎯 Competitor Promoter,ptrskrarum,X,1476,packdraw,x-mention,,https://x.com/ptrskrarum,Do everything rather than nothing ✿
312,65.5,🎯 Competitor Promoter,DharNieh,X,1467,packdraw,x-mention,,https://x.com/DharNieh,Delusional achiever
313,65.5,🎯 Competitor Promoter,Lshaw4569Luke,X,1447,packdraw,x-mention,,https://x.com/Lshaw4569Luke,please god
314,65.5,🎯 Competitor Promoter,MasterCraf55637,X,1442,packdraw,x-mention,,https://x.com/MasterCraf55637,𝙐𝙉𝙏𝙄𝙇𝙇 𝙏𝙃𝙀 𝙀𝙉𝘿. 𝙧𝙚𝙩𝙖𝙧𝙙 𝙨𝙝𝙤𝙧𝙩 𝙘𝙡𝙞𝙥 𝙚𝙙𝙞𝙩𝙤𝙧👉 https://t.co/SW2x5SnqoZ /𝙙𝙚𝙫👨‍💻?/𝙜𝙖𝙢𝙗𝙡𝙚𝙧🎰/𝙥𝙧𝙚-𝙧𝙞𝙘𝙝💲
315,65.5,🎯 Competitor Promoter,MilhayM,X,1438,packdraw,x-mention,,https://x.com/MilhayM,mengejar cita-cita yang mustahil menjadi mudah dan harus tercapai
316,65.5,🎯 Competitor Promoter,olabanji___,X,1431,packdraw,x-mention,,https://x.com/olabanji___,retarded. iBUY&iSELL
317,65.5,🎯 Competitor Promoter,cocothelucky,X,1428,packdraw,x-mention,,https://x.com/cocothelucky,"hopefully can change my parent life 🫶🏻 always spread a GOOD VIBES | Love adventures, Love a good vibes and Love myself. 1997 and bongsu 😊."
318,65.5,🎯 Competitor Promoter,xerxes02W,X,1417,packdraw,x-mention,,https://x.com/xerxes02W,"Still taking hits, still pushing forward | Customer Support Specialist | BookKeeper | VA |  #Apegang🦍 #PP"
319,65.5,🎯 Competitor Promoter,pankajsharma18k,X,1404,packdraw,x-mention,,https://x.com/pankajsharma18k,
320,65.5,🎯 Competitor Promoter,Saykooswag,X,1380,packdraw,x-mention,,https://x.com/Saykooswag,Always locked in
321,65.5,🎯 Competitor Promoter,Tsukuyom_i,X,1355,packdraw,x-mention,,https://x.com/Tsukuyom_i,
322,65.5,🎯 Competitor Promoter,Konn1337,X,1348,packdraw,x-mention,,https://x.com/Konn1337,BLESSED  Luka Dončić the GOAT #LakeShow #DiaDeFuria Discord: Loitz #loitzz
323,65.5,🎯 Competitor Promoter,Nwigs_,X,1339,packdraw,x-mention,,https://x.com/Nwigs_,
324,65.5,🎯 Competitor Promoter,twnklblossomsss,X,1337,packdraw,x-mention,,https://x.com/twnklblossomsss,#cllsdygvbcks
325,65.5,🎯 Competitor Promoter,fandnara,X,1330,packdraw,x-mention,,https://x.com/fandnara,future is being minted 🚀 — yapper
326,65.5,🎯 Competitor Promoter,Static_FX,X,1321,packdraw,x-mention,,https://x.com/Static_FX,#GoBills  SteamTL: https://t.co/EK9tjcbhCt
327,65.5,🎯 Competitor Promoter,LantadenB,X,1313,packdraw,x-mention,,https://x.com/LantadenB,Trust in Allah
328,65.5,🎯 Competitor Promoter,Lavchu_rain,X,1308,packdraw,x-mention,,https://x.com/Lavchu_rain,The account owner is taking a break from fangirling due to severe illness  moneyfesting july big wins 🧧🍀🤞
329,65.5,🎯 Competitor Promoter,Wizz_D0,X,1307,packdraw,x-mention,,https://x.com/Wizz_D0,...STILL NOT YOUR REGULAR NIGGA 👻💀
330,65.5,🎯 Competitor Promoter,Mrdollar22,X,1301,packdraw,x-mention,,https://x.com/Mrdollar22,0.1% 𝘉𝘦𝘵𝘵𝘦𝘳 𝘌𝘷𝘦𝘳𝘺𝘥𝘢𝘺
331,65.5,🎯 Competitor Promoter,_xaveroo,X,1298,packdraw,x-mention,,https://x.com/_xaveroo,"Si je ne gagne toujours pas, je continuerai à faire des efforts chaque jour #GGMU"
332,65.5,🎯 Competitor Promoter,ethyrena,X,1294,packdraw,x-mention,,https://x.com/ethyrena,it’s okay. bloom anyway 🌸
333,65.5,🎯 Competitor Promoter,angeliiqka,X,1292,packdraw,x-mention,,https://x.com/angeliiqka,"I own my story, I write my future"
334,65.5,🎯 Competitor Promoter,Vexi0nX,X,1287,packdraw,x-mention,,https://x.com/Vexi0nX,26 | The Copycat Ninja 📖 https://t.co/ci6uCpLwBD YouTuber/  Social Media Influencer/  Business entrepreneur/  Creative/  CC/  Film/Music wri
335,65.5,🎯 Competitor Promoter,aswathroshan1,X,1271,packdraw,x-mention,,https://x.com/aswathroshan1,"a guy with some beautiful dreams,   #Bnb #Sol #DOGE #DoOnlyGoodEveryday #DOGE #VRA $NAKA $LAND $UPO $SOL"
336,65.5,🎯 Competitor Promoter,BasilSomadina,X,1261,packdraw,x-mention,,https://x.com/BasilSomadina,The best way to predict the future is to create it.  817219738
337,65.5,🎯 Competitor Promoter,FayZeeX,X,1253,packdraw,x-mention,,https://x.com/FayZeeX,cursed since birth
338,65.5,🎯 Competitor Promoter,4PF_cbfw,X,1239,packdraw,x-mention,,https://x.com/4PF_cbfw,𝓒𝓻𝔂𝓹𝓽𝓸 𝓔𝓷𝓽𝓱𝓾𝓼𝓲𝓪𝓼𝓽 ★𝓡𝓮𝓹𝓵𝔂 𝓖𝓸𝓪𝓽 ★𝓑𝓪𝓰 𝓦𝓸𝓻𝓴𝓮𝓻
339,65.5,🎯 Competitor Promoter,Raisan_Waxnl,X,1217,packdraw,x-mention,,https://x.com/Raisan_Waxnl,"Think Positive..! Be Positive, show Some Positive Attitude and Positive things will start happening in your life."
340,65.5,🎯 Competitor Promoter,tigreal_08,X,1214,packdraw,x-mention,,https://x.com/tigreal_08,God is good all the time  https://t.co/PcUbvdFdn2
341,65.5,🎯 Competitor Promoter,mkallentn,X,1208,packdraw,x-mention,,https://x.com/mkallentn,
342,65.5,🎯 Competitor Promoter,zakkotoro,X,1200,packdraw,x-mention,,https://x.com/zakkotoro,Fire cannot kill a dragon. Life tries anyway. 🐈 Usually with a cat on my lap. Not online 24/7.
343,65.5,🎯 Competitor Promoter,villangelicaaa,X,1189,packdraw,x-mention,,https://x.com/villangelicaaa,Walang hanggang pasasalamat Ama. - Matthew 9:29
344,65.5,🎯 Competitor Promoter,cloudy889777,X,1170,packdraw,x-mention,,https://x.com/cloudy889777,Bless me 𝓊𝓃𝒾𝓋𝑒𝓇𝓈𝑒 ✨ 🎋☘️ 𝓢𝓪𝓶𝓪𝓷𝓽𝓱𝓪'𝓼 Mom🧚‍♀️ #btc
345,65.5,🎯 Competitor Promoter,Legit_Br0,X,1147,packdraw,x-mention,,https://x.com/Legit_Br0,Dominating the DECENTRALIZED REALM  🌏🌏||Community Manager💎 | Serial Trader EU📈 | Web 3.0 Guru 👺|| Madridsta 🤍🖤🤍
346,65.5,🎯 Competitor Promoter,lowkred,X,1140,packdraw,x-mention,,https://x.com/lowkred,"primed web dev with a drive for success, part time reply guy and raider🙂‍↕️"
347,65.5,🎯 Competitor Promoter,sillytinyshai,X,1077,packdraw,x-mention,,https://x.com/sillytinyshai,hate u y'all fakkk uu
348,65.5,🎯 Competitor Promoter,chubby1756,X,1041,packdraw,x-mention,,https://x.com/chubby1756,"Investor, Builder, Lawyer, @polymarket truth seeker"
349,65.5,🎯 Competitor Promoter,hossamsherieff,X,1038,packdraw,x-mention,,https://x.com/hossamsherieff,And hope in God remains a sun that does not set
350,65.5,🎯 Competitor Promoter,UmarIDR97364671,X,1018,packdraw,x-mention,,https://x.com/UmarIDR97364671,The virtual samuraii
351,65.5,🎯 Competitor Promoter,jajaiie_,X,994,packdraw,x-mention,,https://x.com/jajaiie_,ci devi provare 𓏲ּ𝄢 || #thnxjæi
352,65.5,🎯 Competitor Promoter,jalindar55,X,991,packdraw,x-mention,,https://x.com/jalindar55,
353,65.5,🎯 Competitor Promoter,Kelpy_FN,X,982,packdraw,x-mention,,https://x.com/Kelpy_FN,🇪🇬 #KelpyLegit
354,65.5,🎯 Competitor Promoter,hinoxlen,X,968,packdraw,x-mention,,https://x.com/hinoxlen,
355,65.5,🎯 Competitor Promoter,fortuneblooms,X,954,packdraw,x-mention,,https://x.com/fortuneblooms,From zero to be hero 🌟
356,65.5,🎯 Competitor Promoter,YorkieMom26,X,953,packdraw,x-mention,,https://x.com/YorkieMom26,5th grade Teacher- mom of 2 beautiful daughters. Mom to Zeus. $RhondaSutton1 https://t.co/fHMOQpQ2na
357,65.5,🎯 Competitor Promoter,jaysolanaph,X,929,packdraw,x-mention,,https://x.com/jaysolanaph,https://t.co/FNnfQkOs3Q
358,65.5,🎯 Competitor Promoter,Kambingcaate,X,928,packdraw,x-mention,,https://x.com/Kambingcaate,Raffle Warrior ✿ ✿ ✿ Graphic Designer
359,65.5,🎯 Competitor Promoter,agassi_35,X,914,packdraw,x-mention,,https://x.com/agassi_35,
360,65.5,🎯 Competitor Promoter,bijibesii,X,914,packdraw,x-mention,,https://x.com/bijibesii,Someone who seems free but is actually lonely
361,65.5,🎯 Competitor Promoter,jerwikgG,X,897,packdraw,x-mention,,https://x.com/jerwikgG,| video editing | shit post | Give aways to give back to my fellasss!! 🎉🍻
362,65.5,🎯 Competitor Promoter,Yuskid22,X,878,packdraw,x-mention,,https://x.com/Yuskid22,Graphics Designer || Photoshop Guy || Thug Nigga 🇳🇬 🇬🇧 || Manchester United 🚩
363,65.5,🎯 Competitor Promoter,Montygenerali,X,875,packdraw,x-mention,,https://x.com/Montygenerali,"No. Now, go away, or I shall taunt you a second time-a!  Social media manager : @spinnerlabs"
364,65.5,🎯 Competitor Promoter,GanjaScore,X,850,packdraw,x-mention,,https://x.com/GanjaScore,Official Ganja Score - I'm a Tokenized Human.  $SCORE is on https://t.co/AonSt7XX4C https://t.co/BSdi8yzmK5 Betasyndicate.eth
365,65.5,🎯 Competitor Promoter,jaguaxcs,X,850,packdraw,x-mention,,https://x.com/jaguaxcs,🛌🏼CS2 Player - MAX 15K ELO. 🛒Love Skins & Sticker GO #Vitality
366,65.5,🎯 Competitor Promoter,Viquitorxc,X,820,packdraw,x-mention,,https://x.com/Viquitorxc,Fundador do Forró Psicodélico.    DEATH 1997
367,65.5,🎯 Competitor Promoter,Claudztzy,X,801,packdraw,x-mention,,https://x.com/Claudztzy,memento mori
368,65.5,🎯 Competitor Promoter,Blessedinvestr,X,797,packdraw,x-mention,,https://x.com/Blessedinvestr,Billion $ Dream
369,65.5,🎯 Competitor Promoter,dkuixote_,X,787,packdraw,x-mention,,https://x.com/dkuixote_,ᯓ★ on the grind for bags & glory .𖥔 ݁ ˖💰˚. ᵎ was @.solk4tsu ᯓ★ˎˊ˗
370,65.5,🎯 Competitor Promoter,Gnf24Robin,X,782,packdraw,x-mention,,https://x.com/Gnf24Robin,MONEY MINDED
371,65.5,🎯 Competitor Promoter,lucasdr13,X,744,packdraw,x-mention,,https://x.com/lucasdr13,hello im LDR :)
372,65.5,🎯 Competitor Promoter,balduezacedrick,X,743,packdraw,x-mention,,https://x.com/balduezacedrick,tired of everything.
373,65.5,🎯 Competitor Promoter,cqrrxdx,X,725,packdraw,x-mention,,https://x.com/cqrrxdx,balls arsenal enjoyer #COYG #ToTheStars #TogetherAs1
374,65.5,🎯 Competitor Promoter,faqq34,X,718,packdraw,x-mention,,https://x.com/faqq34,"Chilling most of time, glad to help"
375,65.5,🎯 Competitor Promoter,makmakdiks,X,709,packdraw,x-mention,,https://x.com/makmakdiks,my girl loves pink so i love pink too 🤷
376,65.5,🎯 Competitor Promoter,snapsbyankit,X,697,packdraw,x-mention,,https://x.com/snapsbyankit,"Interior designer, Tech enthusiast, Mobile photography"
377,65.5,🎯 Competitor Promoter,itzseixa,X,696,packdraw,x-mention,,https://x.com/itzseixa,𓍢ִ໋🌷͙֒ dreaming bigger than my fears 21 | #seigivs | ios & android
378,65.5,🎯 Competitor Promoter,AndrewTwettX,X,680,packdraw,x-mention,,https://x.com/AndrewTwettX,it's never too late to become what you want! 🙂  #SOL #BNB #ETH #BTC #💸💰💰
379,65.5,🎯 Competitor Promoter,harisali_k,X,667,packdraw,x-mention,,https://x.com/harisali_k,Aircraft Engineer  CS2/ faceit   GAMER / Husband / Father/ Footballer CR7 FOR LIFE SUIIIIIIII  Bleesed
380,65.5,🎯 Competitor Promoter,fnkymeee,X,663,packdraw,x-mention,,https://x.com/fnkymeee,stay liquid stay patient move in silence
381,65.5,🎯 Competitor Promoter,Ibrex_007,X,660,packdraw,x-mention,,https://x.com/Ibrex_007,Manifesting 💀 GGMU 🟥⬛    https://t.co/wYinUD1Q44 #FightBets I'll make it out of trenches Insha Allah
382,65.5,🎯 Competitor Promoter,zatorkonde6,X,659,packdraw,x-mention,,https://x.com/zatorkonde6,Hi! I am shadowbanned most of the time on twitter pls DM me for proof!  Discord - zatorkonde https://t.co/Ttm7I9sDv7 https://t.co/3T0Fsr9MzB
383,65.5,🎯 Competitor Promoter,Elysiumnf,X,646,packdraw,x-mention,,https://x.com/Elysiumnf,Light in the dark
384,65.5,🎯 Competitor Promoter,SamDaMann444,X,621,packdraw,x-mention,,https://x.com/SamDaMann444,Be KInD! Be GiVinG! I'M a 444 MasTEr! HOdL!! GOD Is GrEat!GOD ProTecT &AlloWme 2 follOW uR GolDeN paTh! AmeN! LOVE My BeAutIFul WiFe &patieN
385,65.5,🎯 Competitor Promoter,miroslavkxx,X,618,packdraw,x-mention,,https://x.com/miroslavkxx,"I don't care , I'm working on a good inventory.  #CS2"
386,65.5,🎯 Competitor Promoter,arog41547,X,614,packdraw,x-mention,,https://x.com/arog41547,Active
387,65.5,🎯 Competitor Promoter,blckrrnt,X,596,packdraw,x-mention,,https://x.com/blckrrnt,Solana Ecosystem • DeFi • Memecoins • On-Chain Research | Always learning.
388,65.5,🎯 Competitor Promoter,_francek60_,X,583,packdraw,x-mention,,https://x.com/_francek60_,23y🕴| M-T🌍❤  live everyday on https://t.co/EG22WXl3dA working for @atomicbounty 4+years
389,65.5,🎯 Competitor Promoter,wizzthebest,X,582,packdraw,x-mention,,https://x.com/wizzthebest,ʙᴇ ᴘᴀʀᴛ ᴏꜰ ᴛʜᴇ ᴊᴏᴜʀɴᴇʏ ᴀꜱ ᴡᴇ ᴍᴏᴠᴇ ᴀʟᴏɴɢ ✝️
390,65.5,🎯 Competitor Promoter,AlaintZy_,X,565,packdraw,x-mention,,https://x.com/AlaintZy_,PH 🇵🇭  Twitch: @Alaintzy                              X: @Alaintzy_ TG: @Alainalain4 DC: @Alaintzy_
391,65.5,🎯 Competitor Promoter,papaldona,X,538,packdraw,x-mention,,https://x.com/papaldona,Using two devices: Iphone and Samsung 💲 #AMGives
392,65.5,🎯 Competitor Promoter,StefanoT,X,537,packdraw,x-mention,,https://x.com/StefanoT,I'm Stefanot .  ØØ NGGLS
393,65.5,🎯 Competitor Promoter,NChiafos,X,532,packdraw,x-mention,,https://x.com/NChiafos,A Fighter!  COVID Vax injured! Love People!  Hope to Make a Difference!
394,65.5,🎯 Competitor Promoter,THEYCALLMEJACK8,X,526,packdraw,x-mention,,https://x.com/THEYCALLMEJACK8,Keeping it 100% real! | blockchain rapper  socials: https://t.co/UM0M6k8KYo https://t.co/9Qo7ndqot2
395,65.5,🎯 Competitor Promoter,andyyy_sol,X,523,packdraw,x-mention,,https://x.com/andyyy_sol,grinding everyday until my lucky time come  $SPACE $SOL $btc
396,65.5,🎯 Competitor Promoter,halonaxbt,X,517,packdraw,x-mention,,https://x.com/halonaxbt,Evolving daily.  https://t.co/kO3wqS7jt4
397,65.5,🎯 Competitor Promoter,AkaDaveee,X,514,packdraw,x-mention,,https://x.com/AkaDaveee,IT IS WHAT IT IS  25 y/o Gamer 😎🎮  Old account suspended @Oscaar099 Football fan/Counter Strike fan 😎  #CR7🇵🇹#S1MPLE🇺🇦 MY TWO GOATS 🐐🐐
398,65.5,🎯 Competitor Promoter,PathezyO7,X,509,packdraw,x-mention,,https://x.com/PathezyO7,"Just a girl with sad Story 🐸 l If you Need Mod or Team member, you can 💌 Me"
399,65.5,🎯 Competitor Promoter,tsukkiagain,X,507,packdraw,x-mention,,https://x.com/tsukkiagain,CHIHIRO - Manhwa addict | fan acc | MCR fans | SEVENFOLDISM | Novel addict | Cale 💋❤️ | Dokja 🖤 | Yujin 🩵 | Chung Myung ❤️‍🔥 | Tang Bo ❤️‍🩹 
400,65.5,🎯 Competitor Promoter,BLAZElixl,X,506,packdraw,x-mention,,https://x.com/BLAZElixl,born to be a winner 🏆🏆 and not a losser
401,65.5,🎯 Competitor Promoter,Cryptokulto,X,504,packdraw,x-mention,,https://x.com/Cryptokulto,https://t.co/7n9BkENdAs
402,65.5,🎯 Competitor Promoter,stanip7,X,500,packdraw,x-mention,,https://x.com/stanip7,Just love to learn.
403,65.5,🎯 Competitor Promoter,mezz4luna_,X,499,packdraw,x-mention,,https://x.com/mezz4luna_,Poppies Lane Memory
404,65.5,🎯 Competitor Promoter,rezzpoggss,X,497,packdraw,x-mention,,https://x.com/rezzpoggss,"aaaa Reborn   Dota 2, valo , cs2  old acc - rezultzzzs9"
405,65.5,🎯 Competitor Promoter,subinnahc,X,491,packdraw,x-mention,,https://x.com/subinnahc,"life, that goes round and round like a wheel even if it feels like you're standing still, it's fine it's gonna be alright"
406,65.5,🎯 Competitor Promoter,xxaceuu,X,490,packdraw,x-mention,,https://x.com/xxaceuu,we good at indy
407,65.5,🎯 Competitor Promoter,Volitent,X,490,packdraw,x-mention,,https://x.com/Volitent,Sniper for PsyQo - @OfficialPsyQo -
408,65.5,🎯 Competitor Promoter,Darkoo000,X,486,packdraw,x-mention,,https://x.com/Darkoo000,God |Forex trader | time & price | Luke 22:42 A CHILD OF GOD  GOD HELP ME
409,65.5,🎯 Competitor Promoter,oztgreat,X,485,packdraw,x-mention,,https://x.com/oztgreat,Rippin' TCGs 😎😎😎  A well done in Creation. 🙌🏻
410,65.5,🎯 Competitor Promoter,ei8htis,X,484,packdraw,x-mention,,https://x.com/ei8htis,Trying to find Reals in the world of Fakes.
411,65.5,🎯 Competitor Promoter,anomgurumayum,X,479,packdraw,x-mention,,https://x.com/anomgurumayum,Love playing CS2 and DOTA2.
412,65.5,🎯 Competitor Promoter,MikeyGambling,X,475,packdraw,x-mention,,https://x.com/MikeyGambling,
413,65.5,🎯 Competitor Promoter,pawtuahkitty,X,475,packdraw,x-mention,,https://x.com/pawtuahkitty,23 @pacowo_ @guitarfangirl
414,65.5,🎯 Competitor Promoter,SsoudCS,X,475,packdraw,x-mention,,https://x.com/SsoudCS,escaping reality
415,65.5,🎯 Competitor Promoter,sachin9876b,X,467,packdraw,x-mention,,https://x.com/sachin9876b,just floating around #X phantom app
416,65.5,🎯 Competitor Promoter,zill1337,X,467,packdraw,x-mention,,https://x.com/zill1337,FREE SPIRIT
417,65.5,🎯 Competitor Promoter,RobelynDfr20,X,449,packdraw,x-mention,,https://x.com/RobelynDfr20,BOYSLOVE #JimmySea #LegitFam  #ayuproofs #elwins𝜗ৎ #NoMoreSanaAll 65🎹  #Winify #seigivs #Starties #RBHDREWARDS  https://t.co/EBJv6539dB
418,65.5,🎯 Competitor Promoter,simp4jdy,X,442,packdraw,x-mention,,https://x.com/simp4jdy,"UNIVERSE, LET ME WIN THIS TIME 🤍"
419,65.5,🎯 Competitor Promoter,printbills,X,442,packdraw,x-mention,,https://x.com/printbills,$
420,65.5,🎯 Competitor Promoter,Blakes4566,X,440,packdraw,x-mention,,https://x.com/Blakes4566,Always win
421,65.5,🎯 Competitor Promoter,Manifestbig7,X,431,packdraw,x-mention,,https://x.com/Manifestbig7,💌💌
422,65.5,🎯 Competitor Promoter,evolv_zk,X,429,packdraw,x-mention,,https://x.com/evolv_zk,maybe it gets better someday?
423,65.5,🎯 Competitor Promoter,RainJcmarilla,X,425,packdraw,x-mention,,https://x.com/RainJcmarilla,keep grinding $ANSEM
424,65.5,🎯 Competitor Promoter,XNurZey,X,417,packdraw,x-mention,,https://x.com/XNurZey,
425,65.5,🎯 Competitor Promoter,BoldlyRootedd,X,415,packdraw,x-mention,,https://x.com/BoldlyRootedd,Aspiring success and luck 🍀
426,65.5,🎯 Competitor Promoter,Dompulsed,X,414,packdraw,x-mention,,https://x.com/Dompulsed,
427,65.5,🎯 Competitor Promoter,wholemesa18,X,412,packdraw,x-mention,,https://x.com/wholemesa18,
428,65.5,🎯 Competitor Promoter,issacisco7,X,412,packdraw,x-mention,,https://x.com/issacisco7,"only this real account,other than this it's fake,many people dm for crime and cheating I'm mods work 16/24 H issacisco cake"
429,65.5,🎯 Competitor Promoter,nvztedx,X,411,packdraw,x-mention,,https://x.com/nvztedx,🍊 universe's favorite player | max winnings mekeni 🎲
430,65.5,🎯 Competitor Promoter,itszm43,X,406,packdraw,x-mention,,https://x.com/itszm43,uses wifi & data
431,65.5,🎯 Competitor Promoter,mizzchimmyyy,X,405,packdraw,x-mention,,https://x.com/mizzchimmyyy,not multi/ gb mga acc (chimmy_elle & creamyspinahz)
432,65.5,🎯 Competitor Promoter,Marsh_Mayor3,X,404,packdraw,x-mention,,https://x.com/Marsh_Mayor3,Web 3 reply guy
433,65.5,🎯 Competitor Promoter,Search_2_Bar,X,393,packdraw,x-mention,,https://x.com/Search_2_Bar,"Just here, figuring things out 🧘‍♀️"
434,65.5,🎯 Competitor Promoter,cheapskate_01,X,393,packdraw,x-mention,,https://x.com/cheapskate_01,Full-time trader. Part-time rabbit-hole explorer. Finding alpha before the timeline. Collabs → DM 🫆
